Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/4/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.9,21.4,92,151
1/8/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.3,27.1,90,213
1/11/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11,25.3,42,120
18-01-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.6,19.8,72,180
22-01-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.8,22.1,130,238
25-01-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.5,24.9,102,255
29-01-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.1,21.2,81,149
2/1/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.8,13.8,124,235
2/5/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.7,19.4,157,279
2/8/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.3,16.6,149,332
2/12/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,29.5,20.2,126,278
15-02-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,6.5,21.8,121,276
19-02-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9,9,67,239
22-02-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9,9.2,99,176
3/1/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,8.6,34.9,88,169
3/5/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.7,14,97,188
3/8/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12,16,100,226
3/12/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.7,16.4,90,192
15-03-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,22.9,15.6,85,165
22-03-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,8.1,11.7,86,195
26-03-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,8.1,16.2,70,161
29-03-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.8,11.6,110,200
4/2/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,8.5,14.4,89,178
4/5/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,20,16.3,69,164
4/9/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,20,28.2,55,187
4/12/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.4,26.3,73,149
16-04-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.3,30.3,89,207
19-04-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.7,17,49,137
23-04-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,18.7,22.9,62,177
26-04-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.5,20.8,84,184
30-04-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,21.9,36.2,58,151
5/3/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.3,13.6,59,92
5/7/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.1,14.6,74,251
5/10/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.4,20.5,73,209
14-05-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.8,16.6,83,234
17-05-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,27.9,13.9,83,203
21-05-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.7,14.1,83,258
24-05-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.5,25.4,68,131
28-05-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.3,14,55,177
31-05-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,26.4,20.6,70,174
6/4/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.1,12.8,67,191
6/7/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.6,20.9,49,155
6/11/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13,12.5,66,195
14-06-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.7,14.2,86,167
18-06-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,14.3,25.3,66,185
21-06-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.2,12.8,51,64
25-06-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,8.8,13.3,62,144
28-06-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.8,12.5,46,81
7/2/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.9,12.7,87,221
7/5/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.6,13.7,61,176
7/9/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.6,18.7,66,134
7/12/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,20.5,32.9,55,107
16-07-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,21,25.1,57,103
19-07-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.9,12.6,54,125
23-07-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.6,19.3,72,132
26-07-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.3,21.9,59,120
30-07-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.4,25.7,63,88
8/2/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12,22.1,55,140
8/6/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.3,17.9,43,87
8/9/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12.6,18.2,68,182
13-08-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16,21.3,60,164
16-08-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.9,20.9,85,177
20-08-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16.3,25.4,66,128
23-08-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,14.7,18.8,58,106
27-08-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.2,17.8,72,181
30-08-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.7,29.3,60,97
9/3/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,22,39.9,39,84
9/6/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.7,20.2,55,165
9/10/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.7,14.3,57,126
13-09-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19,37.6,62,139
17-09-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.4,17.7,40,63
20-09-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12.5,19.3,43,95
24-09-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.6,24.8,54,158
27-09-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,16.3,43,51,113
10/1/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.4,15.1,51,85
10/4/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,17.3,30.3,100,195
10/8/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,14.1,36.7,111,262
10/11/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.1,14.8,102,217
15-10-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.7,25.7,145,297
18-10-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.9,17,96,214
22-10-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.2,16.7,40,71
25-10-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13,20.4,91,149
29-10-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,14.1,18.6,23,34
11/1/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.2,17.1,42,104
11/5/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.6,20.1,40,115
11/9/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.1,15.5,101,224
11/12/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,10.1,13.7,114,211
15-11-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.8,13.6,158,323
19-11-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,8.9,14.1,73,121
22-11-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.5,17.2,96,197
26-11-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.8,18.4,60,109
29-11-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.6,17.2,98,188
12/3/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,13.8,22.6,71,123
12/6/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11,16.8,71,147
12/10/2007,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.8,15.4,72,173
13-12-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11,14.9,52,140
17-12-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,15.5,25.4,68,198
20-12-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,19.3,40.7,62,84
24-12-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,12.1,22.1,68,150
27-12-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,9.1,13.9,103,198
31-12-07,Tamil Nadu,Chennai,Govt. High School,Industrial Areas,11.8,19.2,218,407
1/2/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11,22.2,65,138
1/4/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.5,21.7,71,138
1/9/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11,22.3,38,91
1/11/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.7,18.4,31,63
18-01-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.6,19.4,35,68
23-01-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.9,22.6,50,65
25-01-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.8,21.8,42,81
2/1/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.9,13.9,46,71
2/6/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.1,14.6,87,142
2/8/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.6,23.4,77,280
13-02-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.6,21.8,89,321
15-02-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.4,23,85,194
20-02-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,6.8,11,55,183
22-02-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.7,29.2,54,187
3/1/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,31,16.5,57,117
3/6/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.2,12.4,68,149
3/8/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.6,14.6,91,185
13-03-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.6,20.8,49,131
15-03-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.5,17.2,75,131
20-03-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.9,11.6,120,269
22-03-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,7.8,11.6,110,287
27-03-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8,11.6,92,173
29-03-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,7.7,31.3,99,163
4/3/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.6,12.6,85,269
4/5/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9,14.9,80,174
4/10/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18.5,23.3,54,154
4/12/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17.7,21.4,55,161
17-04-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.1,23.7,62,214
19-04-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.1,14.9,91,200
24-04-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.8,22.4,112,388
26-04-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.7,14.1,64,229
5/3/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.8,14.6,50,100
5/8/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.3,17.5,75,354
5/10/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.7,16.2,81,240
15-05-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.3,12.6,96,332
17-05-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14,19.9,98,338
22-05-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.8,18.3,108,469
24-05-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.8,20.1,67,307
29-05-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.8,14.4,56,280
31-05-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.8,15.9,63,225
6/5/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.3,14,105,301
6/7/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.4,35.7,90,361
6/12/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.7,35,61,193
14-06-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.1,13.8,53,215
19-06-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.2,18.5,67,166
21-06-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.6,27.4,59,261
26-06-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.9,17.8,52,227
28-06-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9,13.1,63,184
7/3/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.9,16,75,258
7/5/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.2,15.5,59,192
7/10/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.9,21.8,69,164
7/12/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.1,17.9,76,211
17-07-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.2,19.4,65,152
19-07-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.2,19.4,65,152
24-07-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.3,17.8,69,200
26-07-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.9,23.2,86,216
31-07-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.9,18.3,99,274
8/2/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.4,18.7,59,127
8/7/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,26.8,33.2,140,420
8/9/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.9,22.4,57,171
14-08-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.3,18.8,95,234
16-08-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.5,25.9,98,167
21-08-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.6,18.2,104,179
23-08-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.3,23.8,86,197
28-08-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,18.7,27.6,118,238
30-08-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,17,23.3,80,149
9/6/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.5,27.9,72,135
9/11/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16,36.4,78,213
13-09-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12.5,19.5,61,176
18-09-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13,13.9,56,151
20-09-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,16.7,25.3,20,57
25-09-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.2,33.3,62,310
27-09-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,12,18.2,58,157
10/1/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.7,27.1,117,292
10/4/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.7,27.1,117,292
10/9/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.5,13.9,119,221
10/11/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.2,13.9,77,135
16-10-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.2,24.9,80,150
18-10-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.8,16.6,54,108
23-10-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.6,17.1,54,108
25-10-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.7,13.3,39,54
30-10-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.7,19.8,50,88
11/1/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.5,21.7,58,93
11/6/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,15.4,25.2,26,48
13-11-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.1,16.3,86,233
15-11-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.5,14.3,130,247
20-11-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.3,19.1,42,52
22-11-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.9,16.5,87,139
27-11-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,11.4,24.4,39,72
29-11-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.9,15.5,55,110
12/4/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.4,14.8,36,78
12/6/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.4,13.7,30,36
12/11/2007,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,14.6,21.4,45,72
13-12-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,9.1,13.6,30,91
18-12-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,13.7,22.4,40,42
20-12-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,8.8,14.3,32,37
27-12-07,Tamil Nadu,Chennai,Kathivakkam,Industrial Areas,10.9,18.3,58,112
1/3/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.8,20.8,113,183
1/5/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.7,25,70,133
1/10/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,16.3,30.6,40,114
1/12/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.9,26.7,93,167
19-01-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.3,18.9,76,125
24-01-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.7,17.6,107,169
31-01-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.4,30.1,78,157
2/2/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.7,19.3,155,215
2/7/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.4,16.3,145,211
2/9/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.7,10.7,130,217
14-02-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.9,21.4,129,169
16-02-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.6,19.3,125,152
21-02-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.3,11.8,70,111
23-02-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.3,41.2,70,153
28-02-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.3,39.8,50,93
3/2/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,20.2,15,65,126
3/7/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.3,14.8,70,128
3/8/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.1,21.2,59,130
3/9/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.3,14.8,56,121
14-03-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,25.2,12.1,69,123
16-03-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.4,11.5,78,127
21-03-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.1,11.5,69,145
23-03-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.6,12.9,69,112
28-03-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.8,11.8,53,86
30-03-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.2,15.1,86,135
4/4/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.4,12.7,52,91
4/11/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,19.9,31.2,24,57
13-04-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.2,27.4,32,59
18-04-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.1,13.3,72,117
24-04-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,8.9,15.2,68,121
25-04-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9,18,50,84
27-04-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,18.1,12.7,50,104
5/2/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.1,18.1,34,65
5/3/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,5,5.8,47,189
5/4/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9,26.9,59,115
5/7/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,39.8,61.4,42,208
5/9/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9,18.1,84,197
5/10/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,49.2,46,204
5/11/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.9,16.3,84,165
14-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,20.9,19.7,35,159
16-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.4,12.4,75,128
17-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,25.4,40,253
18-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,30.7,19.1,71,166
21-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,18.6,37.2,35,107
23-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.1,33.6,63,148
24-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,18.7,13.3,46,124
25-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.7,14.1,59,103
28-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,18.3,11.3,37,116
30-05-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.3,25.1,59,95
6/1/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,31.2,19,33,59
6/6/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.2,15.4,71,126
6/8/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.4,14.8,65,107
13-06-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.4,14.4,46,69
15-06-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.8,12,59,77
20-06-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,94,156
22-06-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.3,22.7,56,129
27-06-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.1,12.8,62,74
29-06-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.7,14.7,60,166
7/4/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9,12.5,124,306
7/6/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.4,12.8,62,188
7/11/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,19.5,32.6,58,120
13-07-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.4,23.7,47,91
18-07-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11,12.9,67,121
20-07-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.6,16.4,69,116
25-07-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.5,16.1,45,79
27-07-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,16.6,56.2,76,124
8/1/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.5,15.6,52,111
8/3/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,10.8,15.6,58,117
8/8/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.4,18.8,92,272
8/10/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.4,20.9,72,192
17-08-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,12.6,21.3,56,150
22-08-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,15.5,21.6,71,243
24-08-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,16,27.6,57,118
29-08-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,23.1,33,100,190
31-08-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.6,14.7,74,153
9/3/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.4,9.3,28,131
9/5/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,16.6,24.2,68,114
9/6/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,11.2,5.8,42,173
9/7/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.1,19,50,108
9/10/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.8,NA,22,114
9/12/2007,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,17.5,35.5,55,106
13-09-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,29.9,NA,16,47
14-09-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,19.8,35.3,43,81
17-09-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,NA,NA,27,80
19-09-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,13.6,24.9,68,174
21-09-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,14.7,36.5,81,216
21-09-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,7.4,8.6,39,90
24-09-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,6.7,6.8,49,152
26-09-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,19.6,32.5,66,173
27-09-07,Tamil Nadu,Chennai,Thiruvottiyur,Industrial Areas,9.8,10.2,39,144
